value,ones,date
238.40999999999843,1.0,2234-10-08
238.04999999999842,1.0,2234-10-09
238.40999999999843,1.0,2234-10-10
238.60999999999842,1.0,2234-10-11
239.48999999999842,1.0,2234-10-12
239.50999999999843,1.0,2234-10-13
239.91999999999842,1.0,2234-10-14
240.76999999999842,1.0,2234-10-15
241.7199999999984,1.0,2234-10-16
240.8799999999984,1.0,2234-10-17
240.2299999999984,1.0,2234-10-18
239.4199999999984,1.0,2234-10-19
239.3499999999984,1.0,2234-10-20
238.8799999999984,1.0,2234-10-21
238.0199999999984,1.0,2234-10-22
237.6299999999984,1.0,2234-10-23
237.70999999999842,1.0,2234-10-24
238.5599999999984,1.0,2234-10-25
238.42999999999842,1.0,2234-10-26
238.01999999999842,1.0,2234-10-27
238.0299999999984,1.0,2234-10-28
237.3999999999984,1.0,2234-10-29
237.19999999999843,1.0,2234-10-30
237.21999999999844,1.0,2234-10-31
237.14999999999844,1.0,2234-11-01
237.21999999999844,1.0,2234-11-02
237.19999999999843,1.0,2234-11-03
237.98999999999842,1.0,2234-11-04
238.4399999999984,1.0,2234-11-05
238.6899999999984,1.0,2234-11-06
237.8299999999984,1.0,2234-11-07
237.2599999999984,1.0,2234-11-08
237.2299999999984,1.0,2234-11-09
236.64999999999839,1.0,2234-11-10
236.09999999999837,1.0,2234-11-11
236.6799999999984,1.0,2234-11-12
237.43999999999838,1.0,2234-11-13
238.2399999999984,1.0,2234-11-14
238.27999999999838,1.0,2234-11-15
237.58999999999838,1.0,2234-11-16
237.5199999999984,1.0,2234-11-17
238.2999999999984,1.0,2234-11-18
239.0099999999984,1.0,2234-11-19
239.39999999999839,1.0,2234-11-20
239.0099999999984,1.0,2234-11-21
238.6199999999984,1.0,2234-11-22
237.8499999999984,1.0,2234-11-23
237.1099999999984,1.0,2234-11-24
237.8199999999984,1.0,2234-11-25
236.8599999999984,1.0,2234-11-26
237.8299999999984,1.0,2234-11-27
237.6699999999984,1.0,2234-11-28
236.7999999999984,1.0,2234-11-29
235.9199999999984,1.0,2234-11-30
236.6299999999984,1.0,2234-12-01
235.8599999999984,1.0,2234-12-02
235.7099999999984,1.0,2234-12-03
235.83999999999838,1.0,2234-12-04
234.9499999999984,1.0,2234-12-05
233.9599999999984,1.0,2234-12-06
234.30999999999838,1.0,2234-12-07
234.2399999999984,1.0,2234-12-08
234.27999999999838,1.0,2234-12-09
234.1099999999984,1.0,2234-12-10
234.3599999999984,1.0,2234-12-11
233.7999999999984,1.0,2234-12-12
234.6399999999984,1.0,2234-12-13
234.4999999999984,1.0,2234-12-14
234.7799999999984,1.0,2234-12-15
234.5699999999984,1.0,2234-12-16
234.2499999999984,1.0,2234-12-17
234.6499999999984,1.0,2234-12-18
235.5899999999984,1.0,2234-12-19
235.48999999999842,1.0,2234-12-20
235.29999999999842,1.0,2234-12-21
235.19999999999843,1.0,2234-12-22
234.8699999999984,1.0,2234-12-23
234.57999999999842,1.0,2234-12-24
234.65999999999843,1.0,2234-12-25
233.89999999999844,1.0,2234-12-26
233.36999999999844,1.0,2234-12-27
232.88999999999845,1.0,2234-12-28
232.35999999999845,1.0,2234-12-29
232.40999999999846,1.0,2234-12-30
232.39999999999847,1.0,2234-12-31
233.05999999999847,1.0,2235-01-01
233.01999999999848,1.0,2235-01-02
233.63999999999848,1.0,2235-01-03
234.60999999999848,1.0,2235-01-04
234.49999999999847,1.0,2235-01-05
234.81999999999846,1.0,2235-01-06
233.99999999999847,1.0,2235-01-07
233.28999999999846,1.0,2235-01-08
233.56999999999846,1.0,2235-01-09
233.48999999999845,1.0,2235-01-10
233.66999999999845,1.0,2235-01-11
233.15999999999846,1.0,2235-01-12
233.52999999999847,1.0,2235-01-13
234.22999999999845,1.0,2235-01-14
233.33999999999847,1.0,2235-01-15
233.84999999999846,1.0,2235-01-16
233.16999999999845,1.0,2235-01-17
232.32999999999845,1.0,2235-01-18
232.05999999999844,1.0,2235-01-19
231.69999999999843,1.0,2235-01-20
231.67999999999842,1.0,2235-01-21
232.00999999999843,1.0,2235-01-22
231.78999999999843,1.0,2235-01-23
231.42999999999842,1.0,2235-01-24
231.9699999999984,1.0,2235-01-25
232.9099999999984,1.0,2235-01-26
233.3499999999984,1.0,2235-01-27
234.3199999999984,1.0,2235-01-28
234.9399999999984,1.0,2235-01-29
235.9199999999984,1.0,2235-01-30
236.7899999999984,1.0,2235-01-31
236.2099999999984,1.0,2235-02-01
236.40999999999838,1.0,2235-02-02
235.78999999999837,1.0,2235-02-03
235.34999999999837,1.0,2235-02-04
236.24999999999838,1.0,2235-02-05
236.58999999999838,1.0,2235-02-06
235.68999999999838,1.0,2235-02-07
235.59999999999837,1.0,2235-02-08
235.81999999999837,1.0,2235-02-09
236.24999999999838,1.0,2235-02-10
236.00999999999837,1.0,2235-02-11
236.53999999999837,1.0,2235-02-12
237.21999999999838,1.0,2235-02-13
237.24999999999838,1.0,2235-02-14
236.3599999999984,1.0,2235-02-15
237.05999999999838,1.0,2235-02-16
237.14999999999839,1.0,2235-02-17
236.28999999999837,1.0,2235-02-18
236.15999999999838,1.0,2235-02-19
235.77999999999838,1.0,2235-02-20
234.91999999999837,1.0,2235-02-21
235.89999999999836,1.0,2235-02-22
235.83999999999835,1.0,2235-02-23
236.33999999999835,1.0,2235-02-24
236.47999999999834,1.0,2235-02-25
235.58999999999835,1.0,2235-02-26
236.05999999999835,1.0,2235-02-27
236.91999999999837,1.0,2235-02-28
236.14999999999836,1.0,2235-03-01
235.59999999999835,1.0,2235-03-02
234.79999999999833,1.0,2235-03-03
235.23999999999833,1.0,2235-03-04
235.87999999999832,1.0,2235-03-05
235.7599999999983,1.0,2235-03-06
235.6499999999983,1.0,2235-03-07
236.5299999999983,1.0,2235-03-08
236.75999999999829,1.0,2235-03-09
236.3699999999983,1.0,2235-03-10
236.2499999999983,1.0,2235-03-11
237.19999999999828,1.0,2235-03-12
237.7799999999983,1.0,2235-03-13
237.1899999999983,1.0,2235-03-14
237.8399999999983,1.0,2235-03-15
237.75999999999829,1.0,2235-03-16
238.1899999999983,1.0,2235-03-17
238.7799999999983,1.0,2235-03-18
239.7399999999983,1.0,2235-03-19
238.8799999999983,1.0,2235-03-20
239.3799999999983,1.0,2235-03-21
240.0599999999983,1.0,2235-03-22
240.72999999999828,1.0,2235-03-23
240.91999999999828,1.0,2235-03-24
241.22999999999828,1.0,2235-03-25
240.97999999999828,1.0,2235-03-26
241.6299999999983,1.0,2235-03-27
242.3699999999983,1.0,2235-03-28
242.3399999999983,1.0,2235-03-29
242.8299999999983,1.0,2235-03-30
242.4499999999983,1.0,2235-03-31
242.09999999999832,1.0,2235-04-01
243.0499999999983,1.0,2235-04-02
242.2299999999983,1.0,2235-04-03
241.9499999999983,1.0,2235-04-04
242.4299999999983,1.0,2235-04-05
241.6799999999983,1.0,2235-04-06
241.7499999999983,1.0,2235-04-07
241.6899999999983,1.0,2235-04-08
241.8699999999983,1.0,2235-04-09
241.8499999999983,1.0,2235-04-10
242.35999999999828,1.0,2235-04-11
241.9399999999983,1.0,2235-04-12
241.8999999999983,1.0,2235-04-13
241.8199999999983,1.0,2235-04-14
240.85999999999828,1.0,2235-04-15
240.99999999999827,1.0,2235-04-16
240.21999999999827,1.0,2235-04-17
239.44999999999825,1.0,2235-04-18
239.95999999999825,1.0,2235-04-19
239.64999999999824,1.0,2235-04-20
240.42999999999824,1.0,2235-04-21
241.34999999999823,1.0,2235-04-22
241.35999999999822,1.0,2235-04-23
242.35999999999822,1.0,2235-04-24
243.03999999999823,1.0,2235-04-25
242.24999999999824,1.0,2235-04-26
242.80999999999824,1.0,2235-04-27
242.02999999999824,1.0,2235-04-28
242.22999999999823,1.0,2235-04-29
242.02999999999824,1.0,2235-04-30
242.12999999999823,1.0,2235-05-01
242.47999999999823,1.0,2235-05-02
241.51999999999822,1.0,2235-05-03
241.56999999999823,1.0,2235-05-04
241.46999999999824,1.0,2235-05-05
241.99999999999824,1.0,2235-05-06
241.37999999999823,1.0,2235-05-07
241.36999999999824,1.0,2235-05-08
241.15999999999823,1.0,2235-05-09
241.94999999999823,1.0,2235-05-10
241.40999999999823,1.0,2235-05-11
240.87999999999823,1.0,2235-05-12
240.94999999999823,1.0,2235-05-13
240.82999999999822,1.0,2235-05-14
241.28999999999823,1.0,2235-05-15
240.61999999999824,1.0,2235-05-16
239.72999999999826,1.0,2235-05-17
238.78999999999826,1.0,2235-05-18
238.49999999999827,1.0,2235-05-19
237.50999999999826,1.0,2235-05-20
236.77999999999827,1.0,2235-05-21
237.64999999999827,1.0,2235-05-22
238.08999999999827,1.0,2235-05-23
238.14999999999827,1.0,2235-05-24
237.72999999999828,1.0,2235-05-25
237.2499999999983,1.0,2235-05-26
237.7699999999983,1.0,2235-05-27
238.5899999999983,1.0,2235-05-28
238.2699999999983,1.0,2235-05-29
237.31999999999832,1.0,2235-05-30
238.0199999999983,1.0,2235-05-31
237.4899999999983,1.0,2235-06-01
236.5199999999983,1.0,2235-06-02
236.3999999999983,1.0,2235-06-03
235.7399999999983,1.0,2235-06-04
234.9499999999983,1.0,2235-06-05
234.2999999999983,1.0,2235-06-06
233.8399999999983,1.0,2235-06-07
233.5299999999983,1.0,2235-06-08
234.22999999999828,1.0,2235-06-09
234.9699999999983,1.0,2235-06-10
234.8699999999983,1.0,2235-06-11
235.5499999999983,1.0,2235-06-12
236.03999999999832,1.0,2235-06-13
235.53999999999832,1.0,2235-06-14
234.68999999999832,1.0,2235-06-15
235.01999999999833,1.0,2235-06-16
234.61999999999833,1.0,2235-06-17
233.62999999999832,1.0,2235-06-18
234.1099999999983,1.0,2235-06-19
233.6699999999983,1.0,2235-06-20
233.2399999999983,1.0,2235-06-21
232.7699999999983,1.0,2235-06-22
231.78999999999832,1.0,2235-06-23
232.3599999999983,1.0,2235-06-24
233.1399999999983,1.0,2235-06-25
233.90999999999832,1.0,2235-06-26
233.15999999999832,1.0,2235-06-27
233.83999999999833,1.0,2235-06-28
234.68999999999832,1.0,2235-06-29
234.68999999999832,1.0,2235-06-30
235.02999999999832,1.0,2235-07-01
234.88999999999834,1.0,2235-07-02
234.84999999999835,1.0,2235-07-03
234.32999999999834,1.0,2235-07-04
234.41999999999834,1.0,2235-07-05
234.12999999999835,1.0,2235-07-06
234.41999999999834,1.0,2235-07-07
234.40999999999835,1.0,2235-07-08
234.78999999999834,1.0,2235-07-09
234.76999999999833,1.0,2235-07-10
234.83999999999833,1.0,2235-07-11
235.7599999999983,1.0,2235-07-12
234.9899999999983,1.0,2235-07-13
235.9199999999983,1.0,2235-07-14
236.7299999999983,1.0,2235-07-15
237.3599999999983,1.0,2235-07-16
237.06999999999832,1.0,2235-07-17
236.84999999999832,1.0,2235-07-18
235.93999999999832,1.0,2235-07-19
235.12999999999832,1.0,2235-07-20
234.87999999999832,1.0,2235-07-21
234.61999999999833,1.0,2235-07-22
233.70999999999833,1.0,2235-07-23
232.96999999999832,1.0,2235-07-24
233.83999999999833,1.0,2235-07-25
233.9799999999983,1.0,2235-07-26
232.9899999999983,1.0,2235-07-27
233.0099999999983,1.0,2235-07-28
233.43999999999832,1.0,2235-07-29
233.54999999999833,1.0,2235-07-30
232.68999999999832,1.0,2235-07-31
233.51999999999833,1.0,2235-08-01
232.71999999999832,1.0,2235-08-02
231.95999999999833,1.0,2235-08-03
231.13999999999834,1.0,2235-08-04
230.85999999999834,1.0,2235-08-05
230.56999999999834,1.0,2235-08-06
230.65999999999835,1.0,2235-08-07
231.45999999999836,1.0,2235-08-08
231.25999999999837,1.0,2235-08-09
231.63999999999837,1.0,2235-08-10
230.79999999999836,1.0,2235-08-11
231.68999999999835,1.0,2235-08-12
232.62999999999835,1.0,2235-08-13
233.44999999999834,1.0,2235-08-14
234.37999999999835,1.0,2235-08-15
234.60999999999834,1.0,2235-08-16
234.74999999999832,1.0,2235-08-17
234.51999999999833,1.0,2235-08-18
235.06999999999834,1.0,2235-08-19
234.79999999999833,1.0,2235-08-20
234.95999999999833,1.0,2235-08-21
234.17999999999833,1.0,2235-08-22
235.03999999999834,1.0,2235-08-23
234.89999999999836,1.0,2235-08-24
234.00999999999837,1.0,2235-08-25
234.75999999999837,1.0,2235-08-26
234.11999999999838,1.0,2235-08-27
234.00999999999837,1.0,2235-08-28
234.42999999999836,1.0,2235-08-29
233.44999999999837,1.0,2235-08-30
232.53999999999837,1.0,2235-08-31
232.05999999999838,1.0,2235-09-01
231.2699999999984,1.0,2235-09-02
231.7699999999984,1.0,2235-09-03
231.68999999999838,1.0,2235-09-04
232.28999999999837,1.0,2235-09-05
232.63999999999837,1.0,2235-09-06
233.35999999999837,1.0,2235-09-07
233.34999999999837,1.0,2235-09-08
233.61999999999838,1.0,2235-09-09
233.8599999999984,1.0,2235-09-10
233.6899999999984,1.0,2235-09-11
234.5899999999984,1.0,2235-09-12
235.35999999999842,1.0,2235-09-13
234.63999999999842,1.0,2235-09-14
233.65999999999843,1.0,2235-09-15
232.79999999999842,1.0,2235-09-16
232.9999999999984,1.0,2235-09-17
232.1899999999984,1.0,2235-09-18
232.8699999999984,1.0,2235-09-19
232.5599999999984,1.0,2235-09-20
231.8099999999984,1.0,2235-09-21
232.57999999999842,1.0,2235-09-22
231.84999999999843,1.0,2235-09-23
232.06999999999843,1.0,2235-09-24
231.18999999999843,1.0,2235-09-25
230.60999999999842,1.0,2235-09-26
231.51999999999842,1.0,2235-09-27
232.50999999999843,1.0,2235-09-28
231.70999999999842,1.0,2235-09-29
232.35999999999842,1.0,2235-09-30
232.78999999999843,1.0,2235-10-01
232.77999999999844,1.0,2235-10-02
232.95999999999844,1.0,2235-10-03
232.21999999999844,1.0,2235-10-04
232.66999999999842,1.0,2235-10-05
231.82999999999842,1.0,2235-10-06
231.7199999999984,1.0,2235-10-07
232.3999999999984,1.0,2235-10-08
231.42999999999842,1.0,2235-10-09
230.67999999999842,1.0,2235-10-10
230.72999999999843,1.0,2235-10-11
231.28999999999843,1.0,2235-10-12
232.25999999999843,1.0,2235-10-13
232.50999999999843,1.0,2235-10-14
231.88999999999842,1.0,2235-10-15
231.38999999999842,1.0,2235-10-16
231.97999999999843,1.0,2235-10-17
232.46999999999844,1.0,2235-10-18
232.06999999999843,1.0,2235-10-19
232.22999999999843,1.0,2235-10-20
231.28999999999843,1.0,2235-10-21
230.60999999999842,1.0,2235-10-22
229.96999999999844,1.0,2235-10-23
228.96999999999844,1.0,2235-10-24
228.89999999999844,1.0,2235-10-25
228.59999999999843,1.0,2235-10-26
227.94999999999843,1.0,2235-10-27
227.70999999999842,1.0,2235-10-28
227.1199999999984,1.0,2235-10-29
226.73999999999842,1.0,2235-10-30
226.31999999999843,1.0,2235-10-31
226.62999999999843,1.0,2235-11-01
226.17999999999844,1.0,2235-11-02
227.02999999999844,1.0,2235-11-03
227.45999999999844,1.0,2235-11-04
228.16999999999845,1.0,2235-11-05
227.64999999999844,1.0,2235-11-06
228.47999999999845,1.0,2235-11-07
227.48999999999845,1.0,2235-11-08
227.15999999999843,1.0,2235-11-09
226.20999999999844,1.0,2235-11-10
227.16999999999845,1.0,2235-11-11
227.35999999999845,1.0,2235-11-12
228.13999999999845,1.0,2235-11-13
227.88999999999845,1.0,2235-11-14
227.65999999999846,1.0,2235-11-15
228.08999999999847,1.0,2235-11-16
228.82999999999848,1.0,2235-11-17
227.9099999999985,1.0,2235-11-18
227.6799999999985,1.0,2235-11-19
226.7899999999985,1.0,2235-11-20
227.59999999999852,1.0,2235-11-21
226.86999999999853,1.0,2235-11-22
225.88999999999854,1.0,2235-11-23
225.72999999999854,1.0,2235-11-24
225.33999999999855,1.0,2235-11-25
225.66999999999857,1.0,2235-11-26
224.75999999999857,1.0,2235-11-27
224.04999999999856,1.0,2235-11-28
224.84999999999857,1.0,2235-11-29
225.69999999999857,1.0,2235-11-30
225.48999999999856,1.0,2235-12-01
225.97999999999857,1.0,2235-12-02
226.34999999999857,1.0,2235-12-03
225.34999999999857,1.0,2235-12-04
224.47999999999857,1.0,2235-12-05
224.89999999999856,1.0,2235-12-06
225.06999999999854,1.0,2235-12-07
225.91999999999854,1.0,2235-12-08
225.39999999999853,1.0,2235-12-09
225.92999999999853,1.0,2235-12-10
225.90999999999852,1.0,2235-12-11
225.1099999999985,1.0,2235-12-12
225.9499999999985,1.0,2235-12-13
226.06999999999852,1.0,2235-12-14
226.86999999999853,1.0,2235-12-15
227.16999999999854,1.0,2235-12-16
226.54999999999853,1.0,2235-12-17
225.60999999999854,1.0,2235-12-18
226.07999999999853,1.0,2235-12-19
226.16999999999854,1.0,2235-12-20
225.40999999999855,1.0,2235-12-21
224.78999999999854,1.0,2235-12-22
225.06999999999854,1.0,2235-12-23
225.73999999999853,1.0,2235-12-24
226.46999999999852,1.0,2235-12-25
225.68999999999852,1.0,2235-12-26
225.62999999999852,1.0,2235-12-27
226.39999999999853,1.0,2235-12-28
226.87999999999852,1.0,2235-12-29
227.86999999999853,1.0,2235-12-30
226.88999999999854,1.0,2235-12-31
226.30999999999852,1.0,2236-01-01
226.38999999999854,1.0,2236-01-02
227.06999999999854,1.0,2236-01-03
227.44999999999854,1.0,2236-01-04
228.21999999999855,1.0,2236-01-05
227.42999999999856,1.0,2236-01-06
227.60999999999856,1.0,2236-01-07
228.52999999999855,1.0,2236-01-08
229.29999999999856,1.0,2236-01-09
229.84999999999857,1.0,2236-01-10
229.66999999999857,1.0,2236-01-11
229.79999999999856,1.0,2236-01-12
229.77999999999855,1.0,2236-01-13
229.87999999999855,1.0,2236-01-14
230.72999999999854,1.0,2236-01-15
230.42999999999853,1.0,2236-01-16
229.83999999999853,1.0,2236-01-17
229.05999999999852,1.0,2236-01-18
229.90999999999852,1.0,2236-01-19
230.8899999999985,1.0,2236-01-20
231.2299999999985,1.0,2236-01-21
231.0399999999985,1.0,2236-01-22
230.96999999999852,1.0,2236-01-23
230.73999999999853,1.0,2236-01-24
230.61999999999853,1.0,2236-01-25
229.7599999999985,1.0,2236-01-26
230.58999999999853,1.0,2236-01-27
230.68999999999852,1.0,2236-01-28
230.20999999999853,1.0,2236-01-29
230.96999999999852,1.0,2236-01-30
231.15999999999852,1.0,2236-01-31
230.3299999999985,1.0,2236-02-01
230.40999999999852,1.0,2236-02-02
229.84999999999852,1.0,2236-02-03
229.1699999999985,1.0,2236-02-04
229.6199999999985,1.0,2236-02-05
230.5799999999985,1.0,2236-02-06
229.7399999999985,1.0,2236-02-07
229.5199999999985,1.0,2236-02-08
229.4399999999985,1.0,2236-02-09
230.41999999999848,1.0,2236-02-10
230.2799999999985,1.0,2236-02-11
230.8599999999985,1.0,2236-02-12
230.2099999999985,1.0,2236-02-13
229.3899999999985,1.0,2236-02-14
229.7099999999985,1.0,2236-02-15
229.7799999999985,1.0,2236-02-16
230.7399999999985,1.0,2236-02-17
231.6499999999985,1.0,2236-02-18
231.3499999999985,1.0,2236-02-19
231.44999999999848,1.0,2236-02-20
232.3799999999985,1.0,2236-02-21
232.3399999999985,1.0,2236-02-22
233.1399999999985,1.0,2236-02-23
233.4599999999985,1.0,2236-02-24
232.4899999999985,1.0,2236-02-25
233.4799999999985,1.0,2236-02-26
234.2999999999985,1.0,2236-02-27
234.9199999999985,1.0,2236-02-28
234.74999999999852,1.0,2236-02-29
235.5099999999985,1.0,2236-03-01
235.7899999999985,1.0,2236-03-02
236.58999999999853,1.0,2236-03-03
235.96999999999852,1.0,2236-03-04
235.92999999999853,1.0,2236-03-05
235.64999999999853,1.0,2236-03-06
235.35999999999854,1.0,2236-03-07
235.64999999999853,1.0,2236-03-08
235.59999999999852,1.0,2236-03-09
236.5499999999985,1.0,2236-03-10
236.62999999999852,1.0,2236-03-11
236.0799999999985,1.0,2236-03-12
236.3999999999985,1.0,2236-03-13
236.4399999999985,1.0,2236-03-14
235.7199999999985,1.0,2236-03-15
235.8099999999985,1.0,2236-03-16
235.2999999999985,1.0,2236-03-17
235.4499999999985,1.0,2236-03-18
235.7299999999985,1.0,2236-03-19
236.68999999999852,1.0,2236-03-20
237.1999999999985,1.0,2236-03-21
237.7999999999985,1.0,2236-03-22
238.2699999999985,1.0,2236-03-23
238.6599999999985,1.0,2236-03-24
239.54999999999848,1.0,2236-03-25
239.01999999999848,1.0,2236-03-26
238.46999999999846,1.0,2236-03-27
237.67999999999847,1.0,2236-03-28
237.94999999999848,1.0,2236-03-29
238.0599999999985,1.0,2236-03-30
237.3699999999985,1.0,2236-03-31
238.1999999999985,1.0,2236-04-01
238.7999999999985,1.0,2236-04-02
238.7099999999985,1.0,2236-04-03
237.7599999999985,1.0,2236-04-04
237.68999999999852,1.0,2236-04-05
238.51999999999853,1.0,2236-04-06
239.41999999999854,1.0,2236-04-07
238.66999999999854,1.0,2236-04-08
238.06999999999854,1.0,2236-04-09
237.08999999999855,1.0,2236-04-10
236.75999999999854,1.0,2236-04-11
237.30999999999855,1.0,2236-04-12
236.44999999999854,1.0,2236-04-13
236.16999999999854,1.0,2236-04-14
235.21999999999855,1.0,2236-04-15
234.73999999999856,1.0,2236-04-16
233.89999999999856,1.0,2236-04-17
234.82999999999856,1.0,2236-04-18
234.49999999999855,1.0,2236-04-19
233.49999999999855,1.0,2236-04-20
233.35999999999856,1.0,2236-04-21
233.89999999999856,1.0,2236-04-22
232.95999999999856,1.0,2236-04-23
233.27999999999855,1.0,2236-04-24
233.35999999999856,1.0,2236-04-25
233.34999999999857,1.0,2236-04-26
232.34999999999857,1.0,2236-04-27
232.88999999999857,1.0,2236-04-28
233.56999999999857,1.0,2236-04-29
233.22999999999857,1.0,2236-04-30
233.45999999999856,1.0,2236-05-01
233.11999999999856,1.0,2236-05-02
233.83999999999855,1.0,2236-05-03
234.26999999999856,1.0,2236-05-04
234.65999999999855,1.0,2236-05-05
233.67999999999856,1.0,2236-05-06
234.32999999999856,1.0,2236-05-07
233.90999999999858,1.0,2236-05-08
234.71999999999858,1.0,2236-05-09
233.89999999999858,1.0,2236-05-10
234.5099999999986,1.0,2236-05-11
233.9099999999986,1.0,2236-05-12
234.2999999999986,1.0,2236-05-13
233.5199999999986,1.0,2236-05-14
233.0799999999986,1.0,2236-05-15
233.6699999999986,1.0,2236-05-16
233.2999999999986,1.0,2236-05-17
232.86999999999858,1.0,2236-05-18
232.74999999999858,1.0,2236-05-19
233.14999999999858,1.0,2236-05-20
233.78999999999857,1.0,2236-05-21
233.43999999999858,1.0,2236-05-22
233.33999999999858,1.0,2236-05-23
233.1699999999986,1.0,2236-05-24
232.83999999999858,1.0,2236-05-25
232.3599999999986,1.0,2236-05-26
231.99999999999858,1.0,2236-05-27
232.93999999999858,1.0,2236-05-28
232.43999999999858,1.0,2236-05-29
232.44999999999857,1.0,2236-05-30
231.91999999999857,1.0,2236-05-31
231.95999999999856,1.0,2236-06-01
232.55999999999855,1.0,2236-06-02
231.83999999999855,1.0,2236-06-03
232.65999999999855,1.0,2236-06-04
233.51999999999856,1.0,2236-06-05
233.61999999999856,1.0,2236-06-06
232.63999999999857,1.0,2236-06-07
233.08999999999855,1.0,2236-06-08
233.71999999999855,1.0,2236-06-09
233.54999999999856,1.0,2236-06-10
234.14999999999856,1.0,2236-06-11
235.00999999999857,1.0,2236-06-12
235.34999999999857,1.0,2236-06-13
235.97999999999857,1.0,2236-06-14
235.40999999999858,1.0,2236-06-15
234.69999999999857,1.0,2236-06-16
234.33999999999855,1.0,2236-06-17
234.38999999999857,1.0,2236-06-18
234.06999999999857,1.0,2236-06-19
234.40999999999858,1.0,2236-06-20
235.38999999999857,1.0,2236-06-21
235.38999999999857,1.0,2236-06-22
234.95999999999856,1.0,2236-06-23
234.75999999999857,1.0,2236-06-24
234.48999999999856,1.0,2236-06-25
235.33999999999855,1.0,2236-06-26
235.04999999999856,1.0,2236-06-27
235.66999999999857,1.0,2236-06-28
236.10999999999856,1.0,2236-06-29
235.60999999999856,1.0,2236-06-30
234.68999999999858,1.0,2236-07-01
235.00999999999857,1.0,2236-07-02
235.45999999999856,1.0,2236-07-03
235.12999999999855,1.0,2236-07-04
235.84999999999854,1.0,2236-07-05
234.85999999999854,1.0,2236-07-06
235.47999999999854,1.0,2236-07-07
234.92999999999853,1.0,2236-07-08
234.16999999999854,1.0,2236-07-09
233.66999999999854,1.0,2236-07-10
233.37999999999855,1.0,2236-07-11
232.72999999999854,1.0,2236-07-12
232.60999999999854,1.0,2236-07-13
233.00999999999854,1.0,2236-07-14
232.03999999999854,1.0,2236-07-15
231.41999999999854,1.0,2236-07-16
232.36999999999853,1.0,2236-07-17
232.7899999999985,1.0,2236-07-18
232.14999999999853,1.0,2236-07-19
232.2899999999985,1.0,2236-07-20
231.74999999999852,1.0,2236-07-21
231.76999999999853,1.0,2236-07-22
231.09999999999854,1.0,2236-07-23
231.66999999999854,1.0,2236-07-24
231.75999999999854,1.0,2236-07-25
231.85999999999854,1.0,2236-07-26
231.57999999999853,1.0,2236-07-27
230.70999999999853,1.0,2236-07-28
230.69999999999854,1.0,2236-07-29
231.45999999999853,1.0,2236-07-30
231.29999999999853,1.0,2236-07-31
230.68999999999852,1.0,2236-08-01
231.46999999999852,1.0,2236-08-02
231.15999999999852,1.0,2236-08-03
230.56999999999852,1.0,2236-08-04
230.11999999999853,1.0,2236-08-05
229.14999999999853,1.0,2236-08-06
229.38999999999854,1.0,2236-08-07
229.12999999999855,1.0,2236-08-08
230.04999999999853,1.0,2236-08-09
229.12999999999855,1.0,2236-08-10
228.16999999999854,1.0,2236-08-11
227.20999999999853,1.0,2236-08-12
226.58999999999853,1.0,2236-08-13
226.95999999999853,1.0,2236-08-14
227.94999999999854,1.0,2236-08-15
227.99999999999855,1.0,2236-08-16
227.45999999999856,1.0,2236-08-17
228.09999999999854,1.0,2236-08-18
227.91999999999854,1.0,2236-08-19
228.56999999999854,1.0,2236-08-20
228.11999999999856,1.0,2236-08-21
228.31999999999854,1.0,2236-08-22
228.52999999999855,1.0,2236-08-23
228.50999999999854,1.0,2236-08-24
229.45999999999853,1.0,2236-08-25
230.01999999999853,1.0,2236-08-26
229.35999999999854,1.0,2236-08-27
229.90999999999855,1.0,2236-08-28
230.20999999999856,1.0,2236-08-29
231.05999999999855,1.0,2236-08-30
231.63999999999857,1.0,2236-08-31
231.38999999999857,1.0,2236-09-01
230.77999999999855,1.0,2236-09-02
230.60999999999856,1.0,2236-09-03
230.08999999999855,1.0,2236-09-04
229.93999999999855,1.0,2236-09-05
229.87999999999855,1.0,2236-09-06
230.70999999999856,1.0,2236-09-07
229.99999999999855,1.0,2236-09-08
229.27999999999855,1.0,2236-09-09
229.09999999999854,1.0,2236-09-10
229.93999999999855,1.0,2236-09-11
230.31999999999854,1.0,2236-09-12
230.55999999999855,1.0,2236-09-13
230.64999999999856,1.0,2236-09-14
231.50999999999857,1.0,2236-09-15
232.21999999999858,1.0,2236-09-16
232.2699999999986,1.0,2236-09-17
232.68999999999858,1.0,2236-09-18
232.41999999999857,1.0,2236-09-19
233.27999999999858,1.0,2236-09-20
232.6099999999986,1.0,2236-09-21
231.6099999999986,1.0,2236-09-22
230.7399999999986,1.0,2236-09-23
230.7999999999986,1.0,2236-09-24
230.5699999999986,1.0,2236-09-25
230.0599999999986,1.0,2236-09-26
229.10999999999862,1.0,2236-09-27
229.4999999999986,1.0,2236-09-28
228.8799999999986,1.0,2236-09-29
228.3299999999986,1.0,2236-09-30
228.0999999999986,1.0,2236-10-01
227.5299999999986,1.0,2236-10-02
227.3699999999986,1.0,2236-10-03
226.5299999999986,1.0,2236-10-04
225.82999999999862,1.0,2236-10-05
225.65999999999863,1.0,2236-10-06
226.60999999999862,1.0,2236-10-07
226.69999999999862,1.0,2236-10-08
225.71999999999863,1.0,2236-10-09
226.52999999999864,1.0,2236-10-10
226.36999999999864,1.0,2236-10-11
226.51999999999865,1.0,2236-10-12
